Title,DiscMand,MajorSpendingCategory,Agency,Bureau,Func,SubFunc,O2016,DiscMandAgg,MajSpendAgg,FuncAgg,,AgencyAgg,BureauAgg
DOD-VA health care sharing incentive fund,Discretionary,Nondefense,Department of Veterans Affairs                                  ,Veterans Health Administration                                  ,700,703,75,1195950,608399,179790,,,
Dual Benefits Payments Account                                  ,Discretionary,Nondefense,Railroad Retirement Board                                       ,Railroad Retirement Board                                       ,600,601,28,1195950,608399,519426,,,
East-West Center,Discretionary,Nondefense,Department of State                                             ,Other,150,154,17,1195950,608399,46041,,,
Economic development assistance programs,Discretionary,Nondefense,Department of Commerce                                          ,Economic Development Administration,450,452,299,1195950,608399,20574,,,
Commodity Credit Corporation fund,Mandatory,Other Spending,Department of Agriculture                                       ,Farm Service Agency,300,302,1839,2448710,710521,40158,,,
Economic Research Service,Discretionary,Nondefense,Department of Agriculture                                       ,Economic Research Service,350,352,85,1195950,608399,20992,,,
Stewardship contracting product sales,Mandatory,Other Spending,Department of Agriculture                                       ,Forest Service,300,302,9,2448710,710521,40158,,,
Forest Service permanent appropriations,Mandatory,Other Spending,Department of Agriculture                                       ,Forest Service,300,302,76,2448710,710521,40158,,,
Economic support fund,Discretionary,Nondefense,International Assistance Programs                               ,International Security Assistance,150,152,4636,1195950,608399,46041,,,
Land acquisition,Mandatory,Other Spending,Department of Agriculture                                       ,Forest Service,300,302,12,2448710,710521,40158,,,
Forest Service trust funds,Mandatory,Other Spending,Department of Agriculture                                       ,Forest Service,300,302,110,2448710,710521,40158,,,
National Forests Fund and Timber Deposit Funds,Mandatory,Offsetting receipts,Department of Agriculture                                       ,Department of Agriculture,300,302,-215,2448710,-238286,40158,,,
Forest Service Cooperative Fund,Mandatory,Offsetting receipts,Department of Agriculture                                       ,Department of Agriculture,300,302,-261,2448710,-238286,40158,,,
Agriculture Miscellaneous Receipts,Mandatory,Offsetting receipts,Department of Agriculture                                       ,Department of Agriculture,300,302,-222,2448710,-238286,40158,,,
Environmental improvement and restoration fund,Mandatory,Other Spending,Department of Commerce                                          ,National Oceanic and Atmospheric Administration,300,302,10,2448710,710521,40158,,,
Education,Discretionary,Nondefense,National Aeronautics and Space Administration                   ,National Aeronautics and Space Administration,250,252,111,1195950,608399,30492,,,
Management of lands and resources,Mandatory,Other Spending,Department of the Interior                                      ,Bureau of Land Management,300,302,-5,2448710,710521,40158,,,
Education and human resources,Discretionary,Nondefense,National Science Foundation                                     ,National Science Foundation,250,251,864,1195950,608399,30492,,,
Education for the Disadvantaged                                 ,Discretionary,Nondefense,Department of Education                                         ,Office of Elementary and Secondary Education,500,501,15725,1195950,608399,106339,,,
